# OpenSignals Text File Format
# {"98:D3:31:B2:BC:63":{"sensor":["RAW","RAW","RAW","RAW","RAW","RAW"],"device name":"98:D3:31:B2:BC:63","column":["nSeq","I1","I2","O1","O2","A1","A2","A3","A4","A5","A6"],"sync interval":2,"time":"12:46:28","comments":"","device connection":"BTH98:D3:31:B2:BC:63","channels":[1,2,3,4,5,6],"date":"2020-02-14","mode":0,"digital IO":[0,0,1,1],"firmware version":"0","device":"bitalino","position":0,"sampling rate":1000,"label":["A1","A2","A3","A4","A5","A6"],"resolution":[10,10,10,10,6,6],"special":[{},{},{},{},{},{}]}}
# EndOfHeader
0	1	1	1	1	25	24	614	312	1	35
1	1	1	1	1	28	24	624	312	1	35
2	1	1	1	1	31	28	632	312	1	35
3	1	1	1	1	24	24	638	312	1	35
4	1	1	1	1	28	24	639	312	1	35
5	1	1	1	1	28	24	647	312	1	35
6	1	1	1	1	28	24	647	312	1	35
7	1	1	1	1	28	24	647	312	1	35
8	1	1	1	1	31	28	639	312	1	35
9	1	1	1	1	28	24	638	312	1	35
10	1	1	1	1	31	28	627	312	1	35
11	1	1	1	1	28	24	615	312	1	35
12	1	1	1	1	28	24	606	312	1	35
13	1	1	1	1	28	24	591	312	1	35
14	1	1	1	1	25	24	575	312	1	35
15	1	1	1	1	31	28	568	312	1	35
0	1	1	1	1	24	24	556	312	1	35
1	1	1	1	1	28	24	547	312	1	35
2	1	1	1	1	28	24	540	312	1	35
3	1	1	1	1	28	24	536	312	1	35
4	1	1	1	1	24	24	531	312	1	35
5	1	1	1	1	28	24	531	312	1	35
6	1	1	1	1	24	24	531	312	1	35
7	1	1	1	1	28	24	531	312	1	35
8	1	1	1	1	28	24	534	312	1	35
9	1	1	1	1	28	24	536	312	1	35
10	1	1	1	1	28	24	536	312	1	35
11	1	1	1	1	24	24	536	312	1	35
12	1	1	1	1	28	24	536	312	1	35
13	1	1	1	1	28	24	536	312	1	35
14	1	1	1	1	31	28	531	312	1	35
15	1	1	1	1	28	24	527	312	1	35
0	1	1	1	1	28	24	526	312	1	35
1	1	1	1	1	28	24	519	312	1	35
2	1	1	1	1	31	28	515	312	1	35
