# OpenSignals Text File Format
# {"98:D3:31:B2:BC:63":{"sensor":["RAW","RAW","RAW","RAW","RAW","RAW"],"device name":"98:D3:31:B2:BC:63","column":["nSeq","I1","I2","O1","O2","A1","A2","A3","A4","A5","A6"],"sync interval":2,"time":"12:47:02","comments":"","device connection":"BTH98:D3:31:B2:BC:63","channels":[1,2,3,4,5,6],"date":"2020-02-14","mode":0,"digital IO":[0,0,1,1],"firmware version":"0","device":"bitalino","position":0,"sampling rate":1000,"label":["A1","A2","A3","A4","A5","A6"],"resolution":[10,10,10,10,6,6],"special":[{},{},{},{},{},{}]}}
# EndOfHeader
0	1	1	1	1	25	24	540	319	1	35
1	1	1	1	1	28	24	540	319	1	35
2	1	1	1	1	28	24	542	319	1	35
3	1	1	1	1	24	24	543	319	1	35
4	1	1	1	1	38	30	543	319	2	35
5	1	1	1	1	28	24	547	319	1	35
6	1	1	1	1	31	28	550	319	1	35
7	1	1	1	1	31	28	551	319	1	35
8	1	1	1	1	28	24	553	319	1	35
9	1	1	1	1	28	24	556	319	1	35
10	1	1	1	1	31	28	558	319	1	35
11	1	1	1	1	28	24	560	318	1	35
12	1	1	1	1	28	24	561	318	1	35
13	1	1	1	1	28	24	563	318	1	35
14	1	1	1	1	25	24	568	316	1	35
15	1	1	1	1	28	24	568	316	1	35
0	1	1	1	1	31	28	568	316	1	35
1	1	1	1	1	24	24	572	316	1	35
2	1	1	1	1	28	24	574	316	1	35
3	1	1	1	1	28	24	575	313	1	35
4	1	1	1	1	24	24	575	313	1	35
5	1	1	1	1	28	24	579	313	1	35
6	1	1	1	1	24	24	583	313	1	35
7	1	1	1	1	28	24	583	312	1	35
8	1	1	1	1	28	24	588	312	1	35
9	1	1	1	1	31	25	591	312	1	35
10	1	1	1	1	28	24	591	312	1	35
11	1	1	1	1	24	24	595	312	1	35
12	1	1	1	1	28	24	600	312	1	35
13	1	1	1	1	31	25	600	312	1	35
14	1	1	1	1	38	30	600	312	1	35
15	1	1	1	1	28	24	604	312	1	35
0	1	1	1	1	28	24	606	312	1	35
1	1	1	1	1	28	24	608	312	1	35
2	1	1	1	1	31	25	608	312	1	35
3	1	1	1	1	31	25	609	312	1	35
4	1	1	1	1	28	24	611	312	1	35
5	1	1	1	1	28	24	614	312	1	35
6	1	1	1	1	28	24	615	312	1	35
7	1	1	1	1	38	30	615	312	1	35
8	1	1	1	1	31	25	620	312	1	35
9	1	1	1	1	28	24	620	312	1	35
10	1	1	1	1	28	24	622	312	1	35
11	1	1	1	1	28	24	624	312	1	35
12	1	1	1	1	28	24	624	312	1	35
13	1	1	1	1	28	24	624	312	1	35
14	1	1	1	1	25	24	624	312	1	35
15	1	1	1	1	31	25	624	312	1	35
0	1	1	1	1	28	24	624	310	1	35
1	1	1	1	1	24	24	624	310	1	35
2	1	1	1	1	35	28	622	307	1	35
3	1	1	1	1	28	24	620	307	1	35
4	1	1	1	1	28	24	615	307	1	35
5	1	1	1	1	35	28	615	307	1	35
6	1	1	1	1	31	25	614	307	1	35
7	1	1	1	1	28	24	611	305	1	35
8	1	1	1	1	28	24	608	305	1	35
9	1	1	1	1	35	28	608	305	1	35
10	1	1	1	1	28	24	604	305	1	35
11	1	1	1	1	28	24	600	305	1	35
12	1	1	1	1	24	24	600	305	1	35
13	1	1	1	1	24	24	595	305	1	35
14	1	1	1	1	28	24	591	307	1	35
15	1	1	1	1	28	24	591	307	1	35
0	1	1	1	1	28	24	588	305	1	35
1	1	1	1	1	31	25	583	305	1	35
2	1	1	1	1	28	24	579	307	1	35
3	1	1	1	1	31	25	575	307	1	35
4	1	1	1	1	31	25	572	307	1	35
5	1	1	1	1	28	24	568	307	1	35
6	1	1	1	1	28	24	563	307	1	35
7	1	1	1	1	31	25	560	307	1	35
8	1	1	1	1	35	28	556	307	1	35
9	1	1	1	1	31	25	551	307	1	35
10	1	1	1	1	28	24	547	307	1	35
11	1	1	1	1	28	24	543	307	1	35
12	1	1	1	1	31	25	540	307	1	35
13	1	1	1	1	28	24	536	307	1	35
14	1	1	1	1	24	24	531	310	1	35
15	1	1	1	1	31	25	527	310	1	35
0	1	1	1	1	24	24	527	310	1	35
1	1	1	1	1	28	24	524	310	1	35
2	1	1	1	1	28	24	519	310	1	35
3	1	1	1	1	28	24	519	310	1	35
4	1	1	1	1	28	24	515	310	1	35
5	1	1	1	1	28	24	512	312	1	35
6	1	1	1	1	28	24	510	312	1	35
7	1	1	1	1	28	24	508	312	1	35
8	1	1	1	1	31	25	504	312	1	35
9	1	1	1	1	28	24	500	312	1	35
10	1	1	1	1	36	28	497	312	1	35
11	1	1	1	1	24	24	496	312	1	35
12	1	1	1	1	24	24	492	312	1	35
13	1	1	1	1	31	25	487	312	1	35
14	1	1	1	1	28	24	487	312	1	35
15	1	1	1	1	36	28	483	312	1	35
0	1	1	1	1	28	24	481	312	1	35
1	1	1	1	1	24	24	480	312	1	35
2	1	1	1	1	38	28	480	312	1	35
3	1	1	1	1	28	23	478	312	1	35
4	1	1	1	1	28	24	476	312	1	35
5	1	1	1	1	28	24	476	312	1	35
6	1	1	1	1	28	24	473	312	1	35
7	1	1	1	1	31	25	472	312	1	35
8	1	1	1	1	28	24	472	312	1	35
9	1	1	1	1	28	24	472	312	1	35
10	1	1	1	1	28	24	472	312	1	35
11	1	1	1	1	31	25	472	312	1	35
12	1	1	1	1	31	25	472	312	1	35
13	1	1	1	1	28	24	472	312	1	35
14	1	1	1	1	35	30	472	312	1	35
15	1	1	1	1	28	24	472	313	1	35
0	1	1	1	1	24	24	472	313	1	35
1	1	1	1	1	28	24	470	312	1	35
2	1	1	1	1	38	28	467	312	1	35
3	1	1	1	1	28	24	467	312	1	35
4	1	1	1	1	31	25	467	312	1	35
5	1	1	1	1	28	24	467	312	1	35
6	1	1	1	1	28	24	465	312	1	35
7	1	1	1	1	28	24	465	312	1	35
8	1	1	1	1	31	25	465	312	1	35
9	1	1	1	1	28	24	465	312	1	35
10	1	1	1	1	28	24	465	312	1	35
11	1	1	1	1	24	24	465	312	1	35
12	1	1	1	1	31	25	467	312	1	35
13	1	1	1	1	28	24	467	312	1	35
