# JSON Text File Format
# {"SamplingResolution": "10", "SampledChannels": [1, 2, 3], "SamplingFrequency": "100", "ColumnLabels": ["signals/others/SeqN", "signals/others/Ind", "signals/AnalogInputs/Analog3/Signal3"], "AcquiringDevice": "98:D3:31:B2:BC:63", "Version": "111", "StartDateTime": "14 feb 2020 12:37:53"}
# EndOfHeader
6	500	
7	479	
8	524	
9	708	
10	864	
11	724	
12	504	
13	510	
14	540	
15	507	
0	510	
1	502	
2	510	
3	505	
4	513	
5	511	
6	519	
7	520	
8	534	
9	537	
10	556	
11	561	
12	579	
13	583	
14	593	
15	585	
0	583	
1	556	
2	536	
3	511	
4	499	
5	483	
6	483	
7	476	
8	480	
9	476	
10	482	
11	476	
12	483	
13	480	
14	486	
15	483	
0	491	
1	487	
2	495	
3	489	
4	496	
5	491	
6	497	
7	492	
8	499	
9	492	
10	497	
11	494	
12	499	
13	494	
14	500	
15	494	
0	499	
1	494	
2	499	
3	494	
4	502	
5	497	
6	504	
7	499	
8	504	
9	497	
10	505	
11	499	
12	507	
13	508	
14	512	
15	511	
0	523	
1	521	
2	529	
3	515	
4	508	
5	496	
6	504	
7	499	
8	504	
9	498	
10	504	
11	484	
12	513	
13	679	
14	863	
15	753	
0	521	
1	505	
2	547	
3	515	
4	515	
5	505	
6	511	
7	508	
8	515	
9	515	
10	524	
11	524	
12	536	
13	537	
14	555	
15	561	
0	579	
1	583	
2	596	
3	591	
4	587	
5	560	
6	543	
7	515	
8	504	
9	487	
10	486	
11	476	
12	481	
13	476	
14	481	
15	478	
0	484	
1	480	
2	489	
3	486	
4	493	
5	489	
6	496	
7	492	
8	497	
9	492	
10	498	
11	492	
12	499	
13	495	
14	499	
15	492	
0	499	
1	494	
2	501	
3	494	
4	499	
5	495	
6	502	
7	496	
8	503	
9	497	
10	504	
11	496	
12	504	
13	498	
14	504	
15	499	
0	511	
1	507	
2	515	
3	515	
4	528	
5	523	
6	519	
7	501	
8	497	
9	496	
10	500	
11	494	
12	499	
13	494	
14	485	
15	508	
0	694	
1	860	
2	748	
3	508	
4	515	
5	536	
6	515	
7	504	
8	508	
9	504	
10	512	
11	510	
12	519	
13	516	
14	527	
15	527	
0	542	
1	547	
2	563	
3	572	
4	587	
5	588	
6	595	
7	580	
8	566	
9	536	
10	519	
11	496	
12	491	
13	479	
14	480	
15	472	
0	476	
1	472	
2	476	
3	473	
4	480	
5	476	
6	483	
7	480	
8	487	
9	485	
10	492	
11	487	
12	494	
13	489	
14	496	
15	492	
0	497	
1	489	
2	496	
3	492	
4	496	
5	492	
6	499	
7	494	
8	500	
9	495	
10	499	
11	495	
12	500	
13	496	
14	504	
15	497	
0	504	
1	500	
2	511	
3	505	
4	515	
5	518	
6	527	
7	516	
8	511	
9	492	
10	496	
11	492	
12	497	
13	491	
14	497	
15	483	
0	483	
1	590	
2	815	
3	831	
4	596	
5	478	
6	537	
7	516	
8	507	
9	501	
10	505	
11	502	
12	510	
13	508	
14	519	
15	516	
0	529	
1	531	
2	545	
3	551	
4	568	
5	575	
6	588	
7	587	
8	589	
9	568	
10	547	
11	519	
12	507	
13	487	
14	484	
15	473	
0	479	
1	473	
2	480	
3	476	
4	481	
5	480	
6	487	
7	483	
8	488	
9	484	
10	491	
11	488	
12	494	
13	487	
14	493	
15	489	
0	493	
1	487	
2	494	
3	487	
4	494	
5	487	
6	496	
7	491	
8	496	
9	491	
10	496	
11	492	
12	497	
13	492	
14	500	
15	496	
0	502	
1	499	
2	507	
3	507	
4	513	
5	515	
6	524	
7	524	
8	524	
9	507	
10	501	
11	496	
12	502	
13	496	
14	502	
15	496	
0	489	
1	487	
2	632	
3	839	
4	811	
5	551	
6	489	
7	535	
8	519	
9	504	
10	510	
11	504	
12	511	
13	510	
14	519	
15	516	
0	527	
1	528	
2	543	
3	547	
4	563	
5	572	
6	587	
7	590	
8	596	
9	585	
10	572	
11	542	
12	525	
13	502	
14	494	
15	481	
0	486	
1	478	
2	484	
3	480	
4	486	
5	483	
6	489	
7	487	
8	492	
9	487	
10	497	
11	492	
12	497	
13	494	
14	499	
15	496	
0	499	
1	496	
2	500	
3	496	
4	502	
5	496	
6	502	
7	497	
8	502	
9	497	
10	502	
11	497	
12	503	
13	497	
14	504	
15	499	
0	505	
1	502	
2	508	
3	503	
4	515	
5	510	
6	518	
7	519	
8	531	
9	526	
10	523	
11	504	
12	502	
13	499	
14	505	
15	500	
0	507	
1	500	
2	487	
3	536	
4	751	
5	876	
6	703	
7	487	
8	525	
9	532	
10	513	
11	505	
12	510	
13	504	
14	512	
15	511	
0	521	
1	519	
2	531	
3	535	
4	547	
5	553	
6	571	
7	577	
8	591	
9	593	
10	595	
11	579	
12	561	
13	531	
14	518	
15	496	
0	489	
1	480	
2	481	
3	476	
4	483	
5	479	
6	484	
7	480	
8	487	
9	484	
10	491	
11	487	
12	494	
13	492	
14	499	
15	495	
0	500	
1	496	
2	499	
3	496	
4	499	
5	496	
6	500	
7	496	
8	502	
9	497	
10	502	
11	499	
12	505	
13	500	
14	505	
15	500	
0	505	
1	504	
2	508	
3	502	
4	508	
5	504	
6	510	
7	511	
