# OpenSignals Text File Format. Version 1
# {"98:D3:31:B2:BC:6F": {"sensor": ["RAW", "RAW", "RAW", "RAW", "RAW", "RAW"], "device name": "98:D3:31:B2:BC:6F", "column": ["nSeq", "I1", "I2", "I3", "I4", "A1", "A2", "A3", "A4", "A5", "A6"], "sync interval": 2, "time": "12:48:55.50", "comments": "", "device connection": "/dev/tty.bitalino-DevB", "channels": [1, 2, 3, 4, 5, 6], "keywords": "", "convertedValues": 0, "mode": 0, "digital IO": [0, 0, 0, 0, 1, 1, 1, 1], "firmware version": 771, "device": "bitalino", "position": 0, "sampling rate": 1000, "label": ["A1", "A2", "A3", "A4", "A5", "A6"], "resolution": [4, 1, 1, 1, 1, 10, 10, 10, 10, 6, 6], "date": "2020-2-28", "special": [{}, {}, {}, {}, {}, {}]}}
# EndOfHeader
1	0	0	0	0	28	24	574	312	1	34	
2	0	0	0	0	28	24	551	312	1	34	
3	0	0	0	0	28	24	543	312	1	34	
4	0	0	0	0	35	31	540	312	1	34	
5	0	0	0	0	28	24	550	312	1	34	
6	0	0	0	0	31	28	568	312	1	34	
7	0	0	0	0	28	24	588	312	1	34	
8	0	0	0	0	31	28	615	312	1	34	
9	0	0	0	0	28	24	639	312	1	34	
10	0	0	0	0	28	24	670	312	1	34	
11	0	0	0	0	28	24	691	312	1	34	
12	0	0	0	0	28	24	707	312	1	34	
13	0	0	0	0	28	24	716	310	1	34	
14	0	0	0	0	30	28	711	310	1	34	
15	0	0	0	0	31	28	704	310	1	34	
0	0	0	0	0	28	24	679	310	1	34	
1	0	0	0	0	31	28	652	310	1	34	
2	0	0	0	0	28	24	620	310	1	34	
3	0	0	0	0	28	24	585	310	1	34	
4	0	0	0	0	28	24	556	310	1	34	
5	0	0	0	0	28	24	527	310	1	34	
6	0	0	0	0	28	24	510	310	1	34	
7	0	0	0	0	28	24	499	310	1	34	
8	0	0	0	0	35	31	499	310	1	34	
9	0	0	0	0	31	28	508	310	1	34	
10	0	0	0	0	31	28	526	310	1	34	
11	0	0	0	0	31	28	551	310	1	34	
12	0	0	0	0	28	24	575	310	1	34	
13	0	0	0	0	31	28	608	310	1	34	
14	0	0	0	0	28	24	632	310	1	34	
15	0	0	0	0	28	24	654	310	1	34	
0	0	0	0	0	28	24	668	307	1	34	
1	0	0	0	0	31	28	671	307	1	34	
2	0	0	0	0	31	28	670	310	1	34	
3	0	0	0	0	28	24	655	310	1	34	
4	0	0	0	0	35	31	632	310	1	34	
5	0	0	0	0	31	28	601	310	1	34	
6	0	0	0	0	31	28	568	310	1	34	
7	0	0	0	0	28	24	532	308	1	34	
8	0	0	0	0	28	24	499	310	1	34	
9	0	0	0	0	24	24	472	310	1	34	
10	0	0	0	0	28	24	451	310	1	34	
11	0	0	0	0	28	24	441	310	1	34	
12	0	0	0	0	28	24	441	308	1	34	
13	0	0	0	0	31	28	451	308	1	34	
14	0	0	0	0	24	24	472	310	1	34	
15	0	0	0	0	28	24	496	310	1	34	
0	0	0	0	0	28	24	524	310	1	34	
1	0	0	0	0	31	28	556	310	1	34	
2	0	0	0	0	28	24	583	310	1	34	
3	0	0	0	0	28	24	609	308	1	34	
4	0	0	0	0	28	24	630	310	1	34	
5	0	0	0	0	28	24	639	310	1	34	
6	0	0	0	0	31	28	639	310	1	34	
7	0	0	0	0	28	24	632	310	1	34	
8	0	0	0	0	28	24	611	310	1	34	
9	0	0	0	0	31	28	583	310	1	34	
10	0	0	0	0	28	24	556	310	1	34	
11	0	0	0	0	24	24	524	310	1	34	
12	0	0	0	0	24	24	492	310	1	34	
13	0	0	0	0	28	24	465	312	1	34	
14	0	0	0	0	24	24	448	312	1	34	
15	0	0	0	0	28	24	440	310	1	34	
0	0	0	0	0	28	24	440	310	1	34	
1	0	0	0	0	31	28	449	312	1	34	
2	0	0	0	0	28	24	470	312	1	34	
3	0	0	0	0	24	24	496	312	1	34	
4	0	0	0	0	28	24	527	312	1	34	
5	0	0	0	0	28	24	560	312	1	34	
6	0	0	0	0	35	31	591	312	1	34	
7	0	0	0	0	28	24	615	312	1	34	
8	0	0	0	0	28	24	638	312	1	34	
9	0	0	0	0	28	24	647	312	1	34	
10	0	0	0	0	28	24	647	312	1	34	
11	0	0	0	0	28	24	639	312	1	34	
12	0	0	0	0	31	28	620	312	1	34	
13	0	0	0	0	31	28	595	312	1	34	
14	0	0	0	0	24	24	563	312	1	34	
15	0	0	0	0	28	24	531	312	1	34	
0	0	0	0	0	24	24	499	312	1	34	
1	0	0	0	0	31	28	472	312	1	34	
2	0	0	0	0	31	28	451	312	1	34	
3	0	0	0	0	31	28	441	312	1	34	
4	0	0	0	0	31	28	440	312	1	34	
5	0	0	0	0	28	24	449	312	1	34	
6	0	0	0	0	31	28	467	312	1	34	
7	0	0	0	0	28	24	494	312	1	34	
8	0	0	0	0	28	24	524	312	1	34	
9	0	0	0	0	35	31	556	312	1	34	
10	0	0	0	0	24	24	583	312	1	34	
11	0	0	0	0	35	31	609	312	1	34	
12	0	0	0	0	24	24	627	312	1	34	
13	0	0	0	0	31	28	633	312	1	34	
14	0	0	0	0	28	24	632	312	1	34	
15	0	0	0	0	28	24	620	312	1	34	
0	0	0	0	0	31	28	595	312	1	34	
1	0	0	0	0	28	24	568	312	1	34	
2	0	0	0	0	35	31	531	312	1	34	
3	0	0	0	0	28	22	496	312	1	34	
4	0	0	0	0	35	31	463	312	1	34	
5	0	0	0	0	28	24	435	312	1	34	
6	0	0	0	0	35	31	415	312	1	34	
7	0	0	0	0	28	24	408	312	1	34	
8	0	0	0	0	28	24	408	312	1	34	
9	0	0	0	0	28	24	422	312	1	34	
10	0	0	0	0	28	24	444	312	1	34	
11	0	0	0	0	28	24	472	312	1	34	
12	0	0	0	0	28	24	508	312	1	34	
13	0	0	0	0	28	24	543	312	1	34	
14	0	0	0	0	31	31	575	312	1	34	
15	0	0	0	0	28	24	608	312	1	34	
0	0	0	0	0	28	24	632	312	1	34	
1	0	0	0	0	24	24	639	312	1	34	
2	0	0	0	0	28	24	647	312	1	34	
3	0	0	0	0	28	24	639	312	1	34	
4	0	0	0	0	28	24	622	312	1	34	
5	0	0	0	0	28	24	595	312	1	34	
6	0	0	0	0	28	24	563	312	1	34	
7	0	0	0	0	28	24	531	312	1	34	
8	0	0	0	0	28	24	499	312	1	34	
9	0	0	0	0	24	24	472	312	1	34	
10	0	0	0	0	28	24	451	312	1	34	
11	0	0	0	0	35	31	441	312	1	34	
12	0	0	0	0	28	24	441	312	1	34	
13	0	0	0	0	31	28	454	312	1	34	
14	0	0	0	0	28	24	476	312	1	34	
15	0	0	0	0	28	24	504	312	1	34	
0	0	0	0	0	24	24	536	312	1	34	
1	0	0	0	0	28	24	572	312	1	34	
2	0	0	0	0	31	28	606	312	1	34	
3	0	0	0	0	24	24	633	312	1	34	
4	0	0	0	0	28	24	655	312	1	34	
5	0	0	0	0	31	28	668	312	1	34	
6	0	0	0	0	31	28	670	312	1	34	
7	0	0	0	0	35	31	659	312	1	34	
8	0	0	0	0	28	24	639	312	1	34	
9	0	0	0	0	35	31	614	312	1	34	
10	0	0	0	0	28	24	582	312	1	34	
11	0	0	0	0	31	28	543	312	1	34	
12	0	0	0	0	28	24	512	312	1	34	
13	0	0	0	0	31	28	484	312	1	34	
14	0	0	0	0	28	24	463	310	1	34	
15	0	0	0	0	28	24	454	310	1	34	
0	0	0	0	0	28	24	455	310	1	34	
1	0	0	0	0	24	24	463	310	1	34	
2	0	0	0	0	28	24	486	312	1	34	
3	0	0	0	0	28	24	513	310	1	34	
4	0	0	0	0	24	24	547	312	1	34	
5	0	0	0	0	28	24	583	312	1	34	
6	0	0	0	0	24	24	615	312	1	34	
7	0	0	0	0	28	24	647	312	1	34	
8	0	0	0	0	24	24	668	310	1	34	
9	0	0	0	0	25	24	679	310	1	34	
10	0	0	0	0	28	24	679	312	1	34	
11	0	0	0	0	35	31	668	312	1	34	
12	0	0	0	0	28	24	646	312	1	34	
13	0	0	0	0	31	28	615	312	1	34	
14	0	0	0	0	28	24	575	312	1	34	
15	0	0	0	0	31	28	540	312	1	34	
0	0	0	0	0	28	24	504	312	1	34	
1	0	0	0	0	31	28	472	312	1	34	
2	0	0	0	0	28	24	448	312	1	34	
3	0	0	0	0	31	28	435	312	1	34	
4	0	0	0	0	28	24	435	312	1	34	
5	0	0	0	0	28	24	448	312	1	34	
6	0	0	0	0	35	31	470	312	1	34	
7	0	0	0	0	28	24	499	312	1	34	
8	0	0	0	0	31	28	536	312	1	34	
9	0	0	0	0	28	24	572	312	1	34	
10	0	0	0	0	31	28	608	312	1	34	
11	0	0	0	0	28	24	639	312	1	34	
12	0	0	0	0	24	24	664	312	1	34	
13	0	0	0	0	35	31	679	312	1	34	
14	0	0	0	0	24	24	684	312	1	34	
15	0	0	0	0	31	28	675	312	1	34	
0	0	0	0	0	28	24	655	312	1	34	
1	0	0	0	0	28	24	628	312	1	34	
2	0	0	0	0	28	24	595	312	1	34	
3	0	0	0	0	28	24	560	312	1	34	
4	0	0	0	0	31	28	524	312	1	34	
5	0	0	0	0	28	24	494	312	1	34	
6	0	0	0	0	28	24	472	312	1	34	
7	0	0	0	0	24	24	455	312	1	34	
8	0	0	0	0	28	24	455	312	1	34	
9	0	0	0	0	25	24	463	312	1	34	
10	0	0	0	0	31	28	483	310	1	34	
11	0	0	0	0	35	31	511	312	1	34	
12	0	0	0	0	28	24	543	310	1	34	
13	0	0	0	0	24	24	579	310	1	34	
14	0	0	0	0	28	24	615	310	1	34	
15	0	0	0	0	28	24	639	310	1	34	
0	0	0	0	0	28	24	668	310	1	34	
1	0	0	0	0	28	24	679	310	1	34	
2	0	0	0	0	31	28	681	310	1	34	
3	0	0	0	0	35	31	671	310	1	34	
4	0	0	0	0	28	24	655	310	1	34	
5	0	0	0	0	28	24	627	310	1	34	
6	0	0	0	0	35	31	591	310	1	34	
7	0	0	0	0	31	24	559	310	1	34	
8	0	0	0	0	35	31	524	310	1	34	
9	0	0	0	0	31	28	496	312	1	34	
10	0	0	0	0	28	24	473	310	1	34	
11	0	0	0	0	31	28	463	310	1	34	
12	0	0	0	0	28	24	462	310	1	34	
13	0	0	0	0	28	24	472	310	1	34	
14	0	0	0	0	24	24	492	312	1	34	
15	0	0	0	0	28	24	519	312	1	34	
0	0	0	0	0	24	24	551	310	1	34	
1	0	0	0	0	31	28	588	310	1	34	
2	0	0	0	0	35	31	620	312	1	34	
3	0	0	0	0	28	24	647	312	1	34	
4	0	0	0	0	28	24	670	312	1	34	
5	0	0	0	0	28	24	679	312	1	34	
6	0	0	0	0	31	28	679	312	1	34	
7	0	0	0	0	28	24	671	312	1	34	
8	0	0	0	0	31	28	649	312	1	34	
9	0	0	0	0	31	28	622	312	1	34	
10	0	0	0	0	31	28	588	312	1	34	
11	0	0	0	0	24	24	551	312	1	34	
12	0	0	0	0	28	24	515	312	1	34	
13	0	0	0	0	31	28	487	312	1	34	
14	0	0	0	0	31	28	463	312	1	34	
15	0	0	0	0	28	24	451	312	1	34	
0	0	0	0	0	28	24	451	312	1	34	
1	0	0	0	0	31	28	460	312	1	34	
2	0	0	0	0	28	24	480	312	1	34	
3	0	0	0	0	28	24	505	312	1	34	
4	0	0	0	0	28	24	537	312	1	34	
5	0	0	0	0	28	24	572	312	1	34	
6	0	0	0	0	35	31	604	312	1	34	
7	0	0	0	0	28	24	632	312	1	34	
8	0	0	0	0	28	24	647	312	1	34	
9	0	0	0	0	28	24	659	312	1	34	
10	0	0	0	0	24	24	659	312	1	34	
11	0	0	0	0	31	28	647	312	1	34	
12	0	0	0	0	28	24	627	312	1	34	
13	0	0	0	0	31	28	600	312	1	34	
14	0	0	0	0	24	24	568	312	1	34	
15	0	0	0	0	31	28	527	312	1	34	
0	0	0	0	0	28	24	496	312	1	34	
1	0	0	0	0	35	31	463	312	1	34	
2	0	0	0	0	31	28	444	312	1	34	
3	0	0	0	0	31	28	432	312	1	34	
4	0	0	0	0	31	28	432	312	1	34	
5	0	0	0	0	28	24	441	312	1	34	
6	0	0	0	0	35	31	462	312	1	34	
7	0	0	0	0	28	24	487	312	1	34	
8	0	0	0	0	31	28	521	312	1	34	
9	0	0	0	0	28	24	556	312	1	34	
10	0	0	0	0	31	28	590	312	1	34	
11	0	0	0	0	24	24	615	312	1	34	
12	0	0	0	0	28	24	639	312	1	34	
13	0	0	0	0	28	24	647	312	1	34	
14	0	0	0	0	28	24	647	312	1	34	
15	0	0	0	0	28	24	638	312	1	34	
0	0	0	0	0	31	28	615	312	1	34	
1	0	0	0	0	28	24	585	312	1	34	
2	0	0	0	0	28	24	551	312	1	34	
3	0	0	0	0	19	28	513	312	1	34	
4	0	0	0	0	28	24	480	312	1	34	
5	0	0	0	0	28	24	449	312	1	34	
6	0	0	0	0	35	31	428	312	1	34	
7	0	0	0	0	28	24	415	312	1	34	
8	0	0	0	0	28	24	415	312	1	34	
9	0	0	0	0	28	24	423	312	1	34	
10	0	0	0	0	24	24	448	312	1	34	
11	0	0	0	0	28	24	476	312	1	34	
12	0	0	0	0	35	31	508	312	1	34	
13	0	0	0	0	28	24	543	312	1	34	
14	0	0	0	0	24	24	575	312	1	34	
15	0	0	0	0	28	24	608	312	1	34	
0	0	0	0	0	28	24	627	312	1	34	
1	0	0	0	0	31	28	639	310	1	34	
2	0	0	0	0	31	28	638	310	1	34	
3	0	0	0	0	28	24	625	310	1	34	
4	0	0	0	0	24	24	604	310	1	34	
5	0	0	0	0	28	24	572	310	1	34	
6	0	0	0	0	31	28	536	307	1	34	
7	0	0	0	0	28	24	496	307	1	34	
8	0	0	0	0	28	24	460	307	1	34	
9	0	0	0	0	25	24	428	307	1	34	
10	0	0	0	0	31	28	403	307	1	34	
11	0	0	0	0	35	31	391	307	1	34	
12	0	0	0	0	28	24	390	307	1	34	
13	0	0	0	0	31	28	399	307	1	34	
14	0	0	0	0	24	24	419	307	1	34	
15	0	0	0	0	31	28	448	307	1	34	
0	0	0	0	0	35	31	481	307	1	34	
1	0	0	0	0	28	24	519	307	1	34	
2	0	0	0	0	28	24	551	307	1	34	
3	0	0	0	0	28	24	579	307	1	34	
4	0	0	0	0	31	28	600	307	1	34	
5	0	0	0	0	31	28	608	305	1	34	
6	0	0	0	0	31	28	608	307	1	34	
7	0	0	0	0	28	24	593	307	1	34	
8	0	0	0	0	31	28	569	307	1	34	
9	0	0	0	0	28	24	540	307	1	34	
10	0	0	0	0	28	24	504	307	1	34	
11	0	0	0	0	28	22	463	307	1	34	
12	0	0	0	0	31	28	428	307	1	34	
13	0	0	0	0	28	24	396	307	1	34	
14	0	0	0	0	30	28	374	307	1	34	
15	0	0	0	0	28	24	359	310	1	34	
0	0	0	0	0	28	24	359	310	1	34	
1	0	0	0	0	24	24	369	310	1	34	
2	0	0	0	0	31	28	391	310	1	34	
3	0	0	0	0	31	28	419	310	1	34	
4	0	0	0	0	31	28	451	312	1	34	
5	0	0	0	0	31	28	487	310	1	34	
6	0	0	0	0	28	24	524	310	1	34	
7	0	0	0	0	28	24	556	312	1	34	
8	0	0	0	0	28	24	575	312	1	34	
9	0	0	0	0	28	24	591	312	1	34	
10	0	0	0	0	24	24	595	310	1	34	
11	0	0	0	0	35	31	585	312	1	34	
12	0	0	0	0	28	24	568	312	1	34	
13	0	0	0	0	28	24	540	312	1	34	
14	0	0	0	0	28	24	504	312	1	34	
15	0	0	0	0	28	24	467	312	1	34	
0	0	0	0	0	31	28	433	312	1	34	
1	0	0	0	0	28	24	403	312	1	34	
2	0	0	0	0	28	24	384	312	1	34	
3	0	0	0	0	31	28	371	312	1	34	
4	0	0	0	0	28	24	371	312	1	34	
5	0	0	0	0	28	24	384	312	1	34	
6	0	0	0	0	35	31	404	312	1	34	
7	0	0	0	0	31	28	433	312	1	34	
8	0	0	0	0	31	28	467	312	1	34	
9	0	0	0	0	31	28	504	312	1	34	
10	0	0	0	0	31	28	536	312	1	34	
