# JSON Text File Format
# {"SamplingResolution": "10", "SampledChannels": [1, 2, 3], "SamplingFrequency": "100", "ColumnLabels": ["signals/others/SeqN", "signals/others/Ind", "signals/AnalogInputs/Analog3/Signal3"], "AcquiringDevice": "98:D3:31:B2:BC:63", "Version": "111", "StartDateTime": "14 feb 2020 12:36:26"}
# EndOfHeader
0	700	
1	692	
2	691	
3	681	
4	684	
5	677	
6	670	
7	668	
8	662	
9	654	
10	644	
11	639	
12	633	
13	627	
14	627	
15	632	
0	639	
1	650	
2	665	
3	677	
4	680	
5	690	
6	686	
7	679	
8	675	
9	676	
10	665	
11	655	
12	654	
13	655	
14	646	
15	657	
0	667	
1	665	
2	670	
3	686	
4	683	
5	688	
6	687	
7	681	
8	671	
9	675	
10	668	
11	671	
12	679	
13	679	
14	673	
15	675	
0	679	
1	679	
2	679	
3	694	
4	696	
5	696	
6	694	
7	688	
8	696	
9	714	
10	718	
11	707	
12	710	
13	721	
14	721	
15	728	
0	750	
1	716	
2	567	
3	457	
4	563	
5	707	
6	706	
7	701	
8	748	
9	759	
10	768	
11	766	
12	768	
13	768	
14	753	
15	750	
0	743	
1	740	
2	734	
3	723	
4	711	
5	706	
6	694	
7	692	
8	687	
9	688	
10	696	
11	711	
12	723	
13	728	
14	736	
15	734	
0	724	
1	723	
2	718	
3	709	
4	705	
5	704	
6	696	
7	704	
8	696	
9	700	
10	700	
11	697	
12	702	
13	704	
14	707	
15	711	
0	704	
1	705	
2	720	
3	718	
4	713	
5	719	
6	719	
7	721	
8	729	
9	723	
10	720	
11	727	
12	723	
13	719	
14	723	
15	716	
0	708	
1	700	
2	695	
3	704	
4	719	
5	719	
6	716	
7	720	
8	711	
9	704	
10	707	
11	719	
12	652	
13	464	
14	404	
15	548	
0	656	
1	630	
2	654	
3	686	
4	690	
5	688	
6	684	
7	681	
8	674	
9	671	
10	664	
11	656	
12	658	
13	646	
14	644	
15	638	
0	636	
1	643	
2	666	
3	671	
4	686	
5	716	
6	736	
7	747	
8	743	
9	751	
10	745	
11	744	
12	743	
13	739	
14	735	
15	736	
0	723	
1	721	
2	724	
3	711	
4	709	
5	704	
6	684	
7	679	
8	678	
9	667	
10	667	
11	647	
12	639	
13	639	
14	630	
15	630	
0	630	
1	633	
2	631	
3	627	
4	627	
5	630	
6	630	
7	628	
8	639	
9	632	
10	628	
11	627	
12	628	
13	627	
14	617	
15	613	
0	615	
1	632	
2	643	
3	639	
4	646	
5	644	
6	647	
7	647	
8	654	
9	638	
10	504	
11	367	
12	455	
13	611	
14	615	
15	608	
0	651	
1	655	
2	659	
3	652	
4	655	
5	643	
6	643	
7	638	
8	635	
9	638	
10	635	
11	621	
12	620	
13	607	
14	593	
15	595	
0	595	
1	601	
2	617	
3	625	
4	651	
5	651	
6	660	
7	668	
8	664	
9	684	
10	697	
11	707	
12	710	
13	713	
14	719	
15	711	
0	711	
1	711	
2	712	
3	708	
4	713	
5	714	
6	708	
7	716	
8	707	
9	704	
10	713	
11	716	
12	716	
13	728	
14	719	
15	724	
0	727	
1	719	
2	711	
3	708	
4	696	
5	683	
6	663	
7	654	
8	652	
9	639	
10	639	
11	624	
12	636	
13	652	
14	659	
15	654	
0	660	
1	660	
2	673	
3	686	
4	694	
5	679	
6	536	
7	397	
8	470	
9	628	
10	638	
11	638	
12	678	
13	686	
14	684	
15	684	
0	671	
1	667	
2	652	
3	639	
4	632	
5	624	
6	611	
7	595	
8	580	
9	560	
10	546	
11	536	
12	518	
13	527	
14	536	
15	551	
0	561	
1	572	
2	569	
3	572	
4	572	
5	579	
6	583	
7	579	
8	588	
9	583	
10	583	
11	577	
12	575	
13	574	
14	568	
15	563	
0	568	
1	580	
2	594	
3	601	
4	614	
5	615	
6	631	
7	636	
8	636	
9	646	
10	654	
11	649	
12	652	
13	644	
14	647	
15	639	
0	647	
