# OpenSignals Text File Format
# {"98:D3:31:B2:BC:63":{"sensor":["RAW","RAW","RAW","RAW","RAW","RAW"],"device name":"98:D3:31:B2:BC:63","column":["nSeq","I1","I2","O1","O2","A1","A2","A3","A4","A5","A6"],"sync interval":2,"time":"12:47:43","comments":"","device connection":"BTH98:D3:31:B2:BC:63","channels":[1,2,3,4,5,6],"date":"2020-02-14","mode":0,"digital IO":[0,0,1,1],"firmware version":"0","device":"bitalino","position":0,"sampling rate":1000,"label":["A1","A2","A3","A4","A5","A6"],"resolution":[10,10,10,10,6,6],"special":[{},{},{},{},{},{}]}}
# EndOfHeader
0	1	1	1	1	25	22	476	312	1	35
1	1	1	1	1	28	22	476	312	1	35
2	1	1	1	1	31	24	478	312	1	35
3	1	1	1	1	31	24	480	310	1	35
4	1	1	1	1	28	22	480	312	1	35
5	1	1	1	1	31	24	480	310	1	35
6	1	1	1	1	31	24	480	312	1	35
7	1	1	1	1	28	22	480	312	1	35
8	1	1	1	1	31	24	480	312	1	35
9	1	1	1	1	28	22	480	312	1	35
10	1	1	1	1	28	22	480	312	1	35
11	1	1	1	1	28	22	480	312	1	35
12	1	1	1	1	28	22	480	312	1	35
13	1	1	1	1	28	22	480	312	1	35
14	1	1	1	1	28	24	481	312	1	35
15	1	1	1	1	28	22	481	310	1	35
0	1	1	1	1	35	25	481	310	1	35
1	1	1	1	1	35	25	481	310	1	35
2	1	1	1	1	35	24	481	307	1	35
3	1	1	1	1	31	24	481	307	1	35
4	1	1	1	1	28	22	481	307	1	35
5	1	1	1	1	31	24	480	307	1	35
6	1	1	1	1	31	24	480	307	1	35
7	1	1	1	1	28	22	480	310	1	35
8	1	1	1	1	31	24	480	310	1	35
9	1	1	1	1	28	22	480	310	1	35
10	1	1	1	1	31	24	480	307	1	35
11	1	1	1	1	31	24	480	307	1	35
12	1	1	1	1	28	22	480	310	1	35
13	1	1	1	1	28	22	480	312	1	35
14	1	1	1	1	28	22	480	312	1	35
15	1	1	1	1	31	24	480	312	1	35
0	1	1	1	1	28	22	480	312	1	35
1	1	1	1	1	28	22	480	312	1	35
2	1	1	1	1	28	22	480	312	1	35
3	1	1	1	1	24	22	480	312	1	35
4	1	1	1	1	28	22	480	312	1	35
5	1	1	1	1	28	22	480	312	1	35
6	1	1	1	1	31	24	480	312	1	35
7	1	1	1	1	28	22	480	312	1	35
8	1	1	1	1	28	22	480	312	1	35
9	1	1	1	1	31	24	480	312	1	35
10	1	1	1	1	28	22	480	312	1	35
11	1	1	1	1	31	24	480	312	1	35
12	1	1	1	1	28	22	481	312	1	35
13	1	1	1	1	28	22	481	312	1	35
14	1	1	1	1	25	22	481	312	1	35
15	1	1	1	1	28	22	481	312	1	35
0	1	1	1	1	31	24	481	312	1	35
1	1	1	1	1	35	25	483	312	1	35
2	1	1	1	1	28	22	483	312	1	35
3	1	1	1	1	28	22	483	312	1	35
4	1	1	1	1	28	22	483	312	1	35
5	1	1	1	1	24	22	483	312	1	35
6	1	1	1	1	31	24	483	310	1	35
7	1	1	1	1	28	22	483	310	1	35
8	1	1	1	1	28	22	483	310	1	35
9	1	1	1	1	28	22	483	310	1	35
10	1	1	1	1	28	22	483	310	1	35
11	1	1	1	1	31	24	483	310	1	35
12	1	1	1	1	28	22	484	312	1	35
13	1	1	1	1	28	22	483	312	1	35
14	1	1	1	1	28	22	483	312	1	35
15	1	1	1	1	31	24	483	312	1	35
0	1	1	1	1	24	22	483	312	1	35
1	1	1	1	1	28	22	483	312	1	35
2	1	1	1	1	31	24	483	310	1	35
3	1	1	1	1	28	22	483	312	1	35
4	1	1	1	1	31	24	483	312	1	35
5	1	1	1	1	28	22	483	312	1	35
6	1	1	1	1	35	25	483	312	1	35
7	1	1	1	1	28	22	483	312	1	35
8	1	1	1	1	28	22	483	312	1	35
9	1	1	1	1	31	24	481	312	1	35
10	1	1	1	1	31	24	481	312	1	35
11	1	1	1	1	28	22	481	312	1	35
12	1	1	1	1	31	24	481	312	1	35
13	1	1	1	1	28	22	481	312	1	35
14	1	1	1	1	24	22	481	312	1	35
15	1	1	1	1	28	22	481	312	1	35
0	1	1	1	1	28	22	483	312	1	35
1	1	1	1	1	35	25	483	312	1	35
2	1	1	1	1	28	22	483	312	1	35
3	1	1	1	1	28	22	484	312	1	35
4	1	1	1	1	28	22	486	312	1	35
5	1	1	1	1	28	22	487	312	1	35
6	1	1	1	1	28	22	487	312	1	35
7	1	1	1	1	28	22	487	312	1	35
8	1	1	1	1	31	24	487	312	1	35
9	1	1	1	1	28	22	487	312	1	35
10	1	1	1	1	28	22	487	312	1	35
11	1	1	1	1	35	25	487	312	1	35
12	1	1	1	1	28	22	487	312	1	35
13	1	1	1	1	31	24	487	312	1	35
14	1	1	1	1	28	22	487	312	1	35
15	1	1	1	1	24	22	487	312	1	35
0	1	1	1	1	28	22	486	312	1	35
1	1	1	1	1	28	22	486	312	1	35
2	1	1	1	1	31	24	486	312	1	35
3	1	1	1	1	24	23	487	312	1	35
4	1	1	1	1	28	22	487	312	1	35
5	1	1	1	1	31	24	487	312	1	35
6	1	1	1	1	31	24	487	312	1	35
7	1	1	1	1	31	24	487	312	1	35
8	1	1	1	1	31	24	487	312	1	35
9	1	1	1	1	31	24	487	312	1	35
10	1	1	1	1	35	25	487	312	1	35
11	1	1	1	1	28	22	487	312	1	35
12	1	1	1	1	24	22	487	310	1	35
13	1	1	1	1	31	24	486	310	1	35
14	1	1	1	1	25	22	484	310	1	35
15	1	1	1	1	28	22	483	310	1	35
0	1	1	1	1	31	24	483	312	1	35
1	1	1	1	1	31	24	481	312	1	35
2	1	1	1	1	28	22	481	310	1	35
3	1	1	1	1	28	22	480	310	1	35
4	1	1	1	1	28	22	480	310	1	35
5	1	1	1	1	28	22	480	310	1	35
6	1	1	1	1	28	22	480	310	1	35
7	1	1	1	1	28	22	481	310	1	35
8	1	1	1	1	28	22	481	310	1	35
9	1	1	1	1	28	22	483	310	1	35
10	1	1	1	1	28	22	483	310	1	35
11	1	1	1	1	35	25	486	310	1	35
12	1	1	1	1	28	22	487	312	1	35
13	1	1	1	1	28	22	487	312	1	35
14	1	1	1	1	28	22	487	312	1	35
15	1	1	1	1	28	22	487	312	1	35
0	1	1	1	1	28	22	487	312	1	35
1	1	1	1	1	31	24	487	312	1	35
2	1	1	1	1	28	22	487	312	1	35
3	1	1	1	1	31	24	487	312	1	35
4	1	1	1	1	28	22	487	312	1	35
5	1	1	1	1	28	22	487	312	1	35
6	1	1	1	1	35	25	487	310	1	35
7	1	1	1	1	31	24	486	310	1	35
8	1	1	1	1	28	22	486	310	1	35
9	1	1	1	1	31	24	486	310	1	35
10	1	1	1	1	28	22	486	310	1	35
11	1	1	1	1	28	22	486	310	1	35
12	1	1	1	1	28	22	486	310	1	35
13	1	1	1	1	35	25	486	310	1	35
14	1	1	1	1	25	22	486	310	1	35
15	1	1	1	1	28	22	486	307	1	35
0	1	1	1	1	28	22	486	310	1	35
1	1	1	1	1	31	24	486	310	1	35
2	1	1	1	1	35	25	484	310	1	35
3	1	1	1	1	28	22	483	310	1	35
4	1	1	1	1	28	22	483	310	1	35
5	1	1	1	1	31	24	483	310	1	35
6	1	1	1	1	31	24	483	310	1	35
7	1	1	1	1	28	22	483	310	1	35
8	1	1	1	1	28	22	483	310	1	35
9	1	1	1	1	28	22	483	312	1	35
10	1	1	1	1	35	25	483	312	1	35
11	1	1	1	1	35	25	483	312	1	35
